nit,nombre,desc_ciiu_division,desc_ciuu_grupo,desc_ciiuu_clase,subsec
800015615,MARPICO SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA, PINTURAS, PRODUCTOS DE VIDRIO, EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION",FERRETERIA
890324420,FERRETERIA TUBOLAMINAS SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA, PINTURAS, PRODUCTOS DE VIDRIO, EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION",FERRETERIA
830095854,UPL COLOMBIA SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
860002590,BRENNTAG COLOMBIA SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
830058533,HUNTSMAN COLOMBIA LTDA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
860056150,BASF QUIMICA COLOMBIANA SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
860048867,DISAN COLOMBIA S.A.S.,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
830011337,CLARIANT COLOMBIA SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
860048429,AGROEXPORT DE COLOMBIA SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
836000548,AGROINSUMOS SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
900010692,MANUCHAR COLOMBIA CIA SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
811027317,AQUATERRA SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
830027231,ROCSA COLOMBIA SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
900161367,POCHTECA COLOMBIA SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
890901264,DIABONOS SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS, CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO",COMERCIO DE QUIMICOS Y AGROQUIMICOS
900916121,INDUSTRIA AMBIENTAL SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,"COMERCIO AL POR MAYOR DE DESPERDICIOS, DESECHOS Y CHATARRA",COMERCIO DE VARIEDADES Y VESTUARIO
860002693,3M COLOMBIA SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,NAN,COMERCIO DE VARIEDADES Y VESTUARIO
800180542,PRODUCTOS DE CONSUMO SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,COMERCIO DE VARIEDADES Y VESTUARIO
890300234,ASHE SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,COMERCIO DE VARIEDADES Y VESTUARIO
805005383,COMERCIALIZADORA R DORON SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,COMERCIO DE VARIEDADES Y VESTUARIO
860028580,DISPAPELES SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,COMERCIO DE VARIEDADES Y VESTUARIO
800116871,C I IMPORTEX S A,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR ESPECIALIZADO DE OTROS PRODUCTOS,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,COMERCIO DE VARIEDADES Y VESTUARIO
890204134,DISTRIBUCIONES PASTOR JULIO DELGADO S.A,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
860029978,SC JOHNSON Y SON COLOMBIANA SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
811021363,UNIPLES SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
890905360,H A BICICLETAS SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
890900082,EDUARDONO SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
890915475,EMPAQUETADURAS Y EMPAQUES SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
890201311,LEN IMPORTACIONES SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
860002595,NEWELL BRANDS DE COLOMBIA SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
900053261,ILUMAX SA,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
830025281,ANNAR DIAGNOSTICA IMPORT SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
800186960,ALTIPAL SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
890101279,CONTINENTE SAS,"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO AL POR MAYOR NO ESPECIALIZADO,COMERCIO DE VARIEDADES Y VESTUARIO
900061224,MERCAMIO SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900522508,INVERSIONES SUPERVAQUITA LA 33 SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
890303208,CAJA DE COMPENSACION FAMILIAR COMFANDI,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
901556279,DENIM HEAD SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900155107,CENCOSUD COLOMBIA SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
800106774,MERCADO ZAPATOCA SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900480569,JERONIMO MARTINS COLOMBIA SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
805028991,SURTIFAMILIAR SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900273686,COMERCIALIZADORA MERCALDAS SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900319753,PRICESMART COLOMBIA SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
805028041,SUPERTIENDAS CANAVERAL SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
890900608,ALMACENES EXITO SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900203566,ABASTECEMOS DE OCCIDENTE SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900383385,INVERCOMER DEL CARIBE SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
811045607,INVERSIONES EURO SA,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
860502105,IN BOND GEMA SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900029130,MERCADOS Y CARNES O R S.A.S,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900642557,INVERSIONES VAQUITA EXPRESS S.A.S,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
800037835,COMERCIALIZADORA LA BONANZA SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900059238,MAKRO SUPERMAYORISTA SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
900119072,SUPERMERCADOS MAS POR MENOS S.A.S,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) O TABACO",SUPERMERCADOS
860001584,MECANELECTRO SAS,"COMERCIO AL POR MENOR (INCLUSO EL COMERCIO AL POR MENOR DE COMBUSTIBLES), EXCEPTO EL DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS",COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VIVERES EN GENERAL), BEBIDAS (ALCOHOLICAS Y NO ALCOHOLICAS) Y TABACO",SUPERMERCADOS
