nombre_equipo,nit,news_id,participación,categoría,recomendación
Latino-Asian Brotherhood,890900281,news95664,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900281,news43403,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900281,news39818,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900281,news39771,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900285,news27432,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890900285,news26672,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900285,news94778,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,890900285,news44140,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900285,news94746,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890900291,news57873,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890900291,news97626,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900291,news40831,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900291,news40830,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900291,news97625,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900307,news95664,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890900307,news95713,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900307,news23481,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900307,news39639,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900307,news98045,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900308,news27090,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890900308,news94778,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890900308,news44140,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900308,news94746,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,890900308,news13594,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890900317,news95745,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890900317,news95739,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900317,news95717,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900317,news98151,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900317,news95734,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900323,news77925,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890900323,news27247,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900323,news39809,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900323,news31039,No aplica,Sostenibilidad,4.0
Latino-Asian Brotherhood,890900323,news27267,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900424,news17819,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890900424,news94756,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890900424,news97899,No aplica,Sostenibilidad,3.0
Latino-Asian Brotherhood,890900424,news97920,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900424,news97902,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890900535,news94306,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890900535,news14447,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900535,news36124,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900535,news94301,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900535,news57873,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890900608,news87955,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890900608,news92735,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900608,news20909,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890900608,news98466,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,890900608,news19163,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900652,news18687,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890900652,news97858,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890900652,news95291,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900652,news95292,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900652,news95261,No aplica,Sostenibilidad,5.0
Latino-Asian Brotherhood,890900836,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890900836,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890900836,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900836,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900836,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900841,news49181,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890900841,news49180,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890900841,news12451,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890900841,news32577,No aplica,Reputación,4.0
Latino-Asian Brotherhood,890900841,news97194,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890900842,news12451,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890900842,news32577,No aplica,Reputación,2.0
Latino-Asian Brotherhood,890900842,news97194,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890900842,news97211,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890900842,news44845,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,890900943,news98466,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890900943,news98516,No aplica,Reputación,2.0
Latino-Asian Brotherhood,890900943,news75338,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890900943,news47704,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,890900943,news98463,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,890901110,news27712,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890901110,news98362,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901110,news98380,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890901110,news96165,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890901110,news96142,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890901264,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890901264,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901264,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,890901264,news17539,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890901264,news27814,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890901271,news57873,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890901271,news97626,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901271,news97625,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890901271,news97634,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890901271,news94608,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890901298,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890901298,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901298,news33238,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890901298,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,890901298,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890901389,news63326,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890901389,news81856,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901389,news30922,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890901389,news28972,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890901389,news28944,No aplica,Sostenibilidad,5.0
Latino-Asian Brotherhood,890901604,news96907,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890901604,news44723,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901604,news97035,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,890901604,news33087,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890901604,news97079,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890901672,news79653,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890901672,news96344,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901672,news98466,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,890901672,news87444,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890901672,news87544,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890901826,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890901826,news31872,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890901826,news97310,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890901826,news99425,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890901826,news31873,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890902920,news62736,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890902920,news62747,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890902920,news23152,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890902920,news62391,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890902920,news19230,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890902922,news32683,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890902922,news62736,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890902922,news62747,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890902922,news46877,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890902922,news65854,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890903024,news74706,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890903024,news74748,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890903024,news17955,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890903024,news74808,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,890903024,news74700,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890903035,news98362,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890903035,news98380,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890903035,news96165,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890903035,news96142,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890903035,news17812,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890903295,news96572,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890903295,news98594,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890903295,news29574,No aplica,Sostenibilidad,3.0
Latino-Asian Brotherhood,890903295,news16315,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,890903295,news96574,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890903474,news16094,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890903474,news18687,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890903474,news97858,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890903474,news97841,No aplica,Reputación,4.0
Latino-Asian Brotherhood,890903474,news97846,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890903541,news97361,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890903541,news97365,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890903541,news97369,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890903541,news97368,No aplica,Sostenibilidad,4.0
Latino-Asian Brotherhood,890903541,news28983,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890903858,news75338,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890903858,news39941,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890903858,news94824,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890903858,news43635,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890903858,news17190,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,890903937,news10775,Sector,Otra,1.0
Latino-Asian Brotherhood,890903937,news96856,Sector,Otra,2.0
Latino-Asian Brotherhood,890903937,news96851,Sector,Otra,3.0
Latino-Asian Brotherhood,890903937,news96850,Sector,Reputación,4.0
Latino-Asian Brotherhood,890903937,news44836,Sector,Reputación,5.0
Latino-Asian Brotherhood,890903939,news75338,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890903939,news21638,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890903939,news27414,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890903939,news94824,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,890903939,news21013,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,890903995,news96344,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890903995,news98466,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890903995,news19161,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890903995,news98516,No aplica,Reputación,4.0
Latino-Asian Brotherhood,890903995,news75338,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890904041,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890904041,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890904041,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890904041,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890904041,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890904138,news18687,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890904138,news97858,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890904138,news95228,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890904138,news95195,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890904138,news97841,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890904224,news33953,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890904224,news94988,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890904224,news96399,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890904224,news34631,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890904224,news97777,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890904459,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890904459,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890904459,news33238,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890904459,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,890904459,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890904478,news14985,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890904478,news57873,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890904478,news15005,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890904478,news15033,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890904478,news14991,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890904646,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890904646,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,890904646,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890904646,news39578,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890904646,news97279,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890904713,news96572,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890904713,news57956,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890904713,news66401,No aplica,Sostenibilidad,3.0
Latino-Asian Brotherhood,890904713,news98521,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890904713,news43176,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890904996,news55526,Sector,Sostenibilidad,1.0
Latino-Asian Brotherhood,890904996,news56549,Sector,Sostenibilidad,2.0
Latino-Asian Brotherhood,890904996,news95889,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890904996,news32277,No aplica,Reputación,4.0
Latino-Asian Brotherhood,890904996,news20763,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890905032,news18687,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890905032,news97858,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890905032,news97841,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890905032,news97846,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890905032,news97853,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890905360,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890905360,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890905360,news87817,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,890905360,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,890905360,news87775,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890905627,news88443,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890905627,news17955,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890905627,news88402,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890905627,news88490,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890905627,news18679,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890905843,news99725,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890905843,news99717,No aplica,Reputación,2.0
Latino-Asian Brotherhood,890905843,news99704,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890905843,news99743,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890905843,news28570,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890906388,news98362,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890906388,news98380,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890906388,news96165,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890906388,news96142,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890906388,news17812,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890906752,news98005,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890906752,news98004,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890906752,news98000,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890906752,news98007,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,890907157,news25273,Sector,Reputación,1.0
Latino-Asian Brotherhood,890907157,news97158,Sector,Otra,2.0
Latino-Asian Brotherhood,890907157,news57045,Sector,Regulaciones,3.0
Latino-Asian Brotherhood,890907157,news97174,Sector,Reputación,4.0
Latino-Asian Brotherhood,890907157,news97169,Sector,Reputación,5.0
Latino-Asian Brotherhood,890907163,news61889,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890907163,news65791,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890907163,news12797,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890907163,news10333,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890907163,news11849,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,890908649,news18687,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890908649,news97858,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,890908649,news20533,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890908649,news95362,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890908649,news97841,No aplica,Reputación,5.0
Latino-Asian Brotherhood,890909034,news31539,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890909034,news40031,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890909034,news40048,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890909034,news37318,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890909034,news37337,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890909297,news13692,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890909297,news17305,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890909297,news99340,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890909297,news44357,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890909297,news95815,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890910354,news95664,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890910354,news95713,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890910354,news39697,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890910354,news58781,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890910354,news58768,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890911431,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890911431,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890911431,news29394,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890911431,news98342,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890911431,news96128,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890911625,news99849,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890911625,news97519,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890911625,news97492,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890911625,news97555,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890911625,news97512,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890911816,news54236,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890911816,news54249,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890911816,news54227,No aplica,Innovación,3.0
Latino-Asian Brotherhood,890911816,news54254,No aplica,Reputación,4.0
Latino-Asian Brotherhood,890911816,news10451,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890911878,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890911878,news74513,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890911878,news10913,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890911878,news10995,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890911878,news74549,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890912140,news31532,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890912140,news63345,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890912140,news31560,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890912140,news10111,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890912140,news31520,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890913356,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890913356,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890913356,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890913356,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890913356,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890913902,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890913902,news11178,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890913902,news11182,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890913902,news25544,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890913902,news96206,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890913990,news99257,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890913990,news59802,No aplica,Reputación,2.0
Latino-Asian Brotherhood,890913990,news99245,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890913990,news98229,No aplica,Reputación,4.0
Latino-Asian Brotherhood,890913990,news45363,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890914525,news97587,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890914525,news89002,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890914525,news48559,No aplica,Sostenibilidad,3.0
Latino-Asian Brotherhood,890914525,news97603,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890914525,news97609,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890914526,news98466,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890914526,news98516,No aplica,Reputación,2.0
Latino-Asian Brotherhood,890914526,news75338,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890914526,news47704,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,890914526,news98463,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,890915475,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890915475,news49545,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890915475,news98435,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,890915475,news17539,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890915475,news96344,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890916269,news94959,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890916269,news89081,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890916269,news58222,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890916269,news27070,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890916269,news94947,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890916575,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890916575,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890916575,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890916575,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,890916575,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890916883,news99257,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890916883,news99245,No aplica,Reputación,2.0
Latino-Asian Brotherhood,890916883,news98229,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890916883,news49120,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890916883,news45363,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890916911,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890916911,news96206,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890916911,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890916911,news77366,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890916911,news96201,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890917007,news38432,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890917007,news38450,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890917007,news38442,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890917007,news16678,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890917007,news96105,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890917295,news16094,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890917295,news18687,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890917295,news97858,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890917295,news95228,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890917295,news95195,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890917464,news98362,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890917464,news98380,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890917464,news96165,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890917464,news96142,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890917464,news17812,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890917465,news94306,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,890917465,news94301,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890917465,news57873,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890917465,news97626,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890917465,news97625,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890918965,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,890918965,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890918965,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,890918965,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,890918965,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,890920990,news96572,No aplica,Reputación,1.0
Latino-Asian Brotherhood,890920990,news98521,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890920990,news98547,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,890920990,news98524,No aplica,Descartable,4.0
Latino-Asian Brotherhood,890920990,news29574,No aplica,Sostenibilidad,5.0
Latino-Asian Brotherhood,890921157,news96344,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890921157,news98466,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,890921157,news98516,No aplica,Reputación,3.0
Latino-Asian Brotherhood,890921157,news75338,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,890921157,news47704,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,890922447,news60512,No aplica,Descartable,1.0
Latino-Asian Brotherhood,890922447,news98362,No aplica,Descartable,2.0
Latino-Asian Brotherhood,890922447,news98380,No aplica,Descartable,3.0
